instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
pydata__xarray-3151,pydata_xarray,1,41,36,5,0,41,40,527.0,13.175,110.5,51,1.275,51,107.0,2.675,30.5,292.21399116516113,False
pydata__xarray-3305,pydata_xarray,2,42,36,5,1,42,40,993.5,24.23170731707317,253.5,32,0.7804878048780488,29,111.5,2.7195121951219514,32.5,310.7460238933563,False
pydata__xarray-3677,pydata_xarray,1,44,38,5,1,44,43,1008.5,23.453488372093023,456.0,20,0.46511627906976744,20,93.5,2.1744186046511627,31.5,355.3211829662323,False
pydata__xarray-3993,pydata_xarray,2,45,39,5,1,45,43,868.5,19.738636363636363,260.0,86,1.9545454545454546,69,144.5,3.284090909090909,38.5,462.9697279930115,False
pydata__xarray-4075,pydata_xarray,1,44,39,5,0,44,43,492.5,11.453488372093023,98.0,60,1.3953488372093024,60,131.0,3.046511627906977,35.0,407.45280170440674,False
pydata__xarray-4094,pydata_xarray,1,44,39,5,0,44,43,472.5,10.988372093023257,98.0,2,0.046511627906976744,2,136.0,3.1627906976744184,37.5,408.7488009929657,False
pydata__xarray-4356,pydata_xarray,1,44,39,5,0,44,43,694.5,16.151162790697676,140.5,27,0.627906976744186,27,136.0,3.1627906976744184,37.5,430.4618389606476,False
pydata__xarray-4629,pydata_xarray,1,44,39,5,0,44,43,495.5,11.523255813953488,92.0,7,0.16279069767441862,7,136.0,3.1627906976744184,38.5,440.0981287956238,False
pydata__xarray-4687,pydata_xarray,1,47,42,5,0,47,46,561.0,12.195652173913043,75.0,37,0.8043478260869565,37,148.0,3.217391304347826,36.5,586.3597960472107,False
pydata__xarray-4695,pydata_xarray,1,44,39,5,0,44,43,494.5,11.5,92.0,3,0.06976744186046512,3,139.0,3.2325581395348837,38.5,443.7753231525421,False
pydata__xarray-4966,pydata_xarray,1,12,7,5,0,12,11,192.5,17.5,158.5,99,9.0,99,0.0,0.0,0.0,19.697988033294678,False
pydata__xarray-6461,pydata_xarray,1,47,42,5,0,47,46,855.0,18.58695652173913,261.5,4,0.08695652173913043,4,166.5,3.619565217391304,36.5,653.7532968521118,False
pydata__xarray-6599,pydata_xarray,1,47,42,5,0,47,46,573.5,12.467391304347826,99.0,19,0.41304347826086957,19,172.5,3.75,36.5,662.7132177352905,False
pydata__xarray-6721,pydata_xarray,1,47,42,5,0,47,46,600.5,13.054347826086957,99.0,0,0.0,0,197.0,4.282608695652174,37.5,742.1554708480835,False
