instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
sphinx-doc__sphinx-8120,sphinx-doc_sphinx,2,100,182,5,0,100,98,2436.0,24.36,252.0,44,0.44,39,229.5,2.295,76.0,1348.7953131198883,False
sphinx-doc__sphinx-8265,sphinx-doc_sphinx,1,3,3,0,0,3,2,342.0,114.0,254.5,213,71.0,213,0.0,0.0,0.0,9.691262006759644,False
sphinx-doc__sphinx-8269,sphinx-doc_sphinx,1,36,25,5,6,36,35,896.5,24.90277777777778,136.0,6,0.16666666666666666,6,73.0,2.0277777777777777,23.0,96.41756415367126,False
sphinx-doc__sphinx-8459,sphinx-doc_sphinx,1,14,6,5,3,14,13,393.5,28.107142857142858,88.5,7,0.5,7,87.5,6.25,34.5,125.2233018875122,False
sphinx-doc__sphinx-8475,sphinx-doc_sphinx,1,35,25,5,5,35,34,752.5,21.5,113.5,6,0.17142857142857143,6,72.0,2.057142857142857,23.0,95.1797947883606,False
sphinx-doc__sphinx-8548,sphinx-doc_sphinx,2,23,7,5,11,23,21,810.0,35.21739130434783,122.5,246,10.695652173913043,242,113.5,4.934782608695652,38.0,157.89200592041016,False
sphinx-doc__sphinx-8551,sphinx-doc_sphinx,2,58,43,5,10,58,56,2129.5,36.71551724137931,538.0,41,0.7068965517241379,28,287.0,4.948275862068965,76.0,1299.861650943756,False
sphinx-doc__sphinx-8593,sphinx-doc_sphinx,2,23,7,5,11,23,21,1797.5,78.15217391304348,998.5,308,13.391304347826088,298,114.5,4.978260869565218,39.5,163.10544395446777,False
sphinx-doc__sphinx-8595,sphinx-doc_sphinx,1,23,7,5,11,23,22,643.5,27.97826086956522,106.0,4,0.17391304347826086,4,114.5,4.978260869565218,39.5,167.22621512413025,False
sphinx-doc__sphinx-8621,sphinx-doc_sphinx,1,10,2,5,3,10,9,339.5,33.95,125.5,0,0.0,0,66.0,6.6,21.0,46.50346302986145,False
sphinx-doc__sphinx-8638,sphinx-doc_sphinx,1,32,11,5,16,32,31,801.5,25.046875,136.0,2,0.0625,2,252.0,7.875,76.0,1254.152319908142,False
sphinx-doc__sphinx-8721,sphinx-doc_sphinx,1,43,31,5,7,43,42,849.5,19.75581395348837,106.0,33,0.7674418604651163,33,160.0,3.7209302325581395,39.5,225.38628602027893,False
sphinx-doc__sphinx-9229,sphinx-doc_sphinx,1,24,8,5,11,24,23,1146.5,47.770833333333336,405.5,97,4.041666666666667,97,116.5,4.854166666666667,39.5,182.92513298988342,False
sphinx-doc__sphinx-9230,sphinx-doc_sphinx,1,38,31,5,2,38,37,971.5,25.56578947368421,129.5,0,0.0,0,115.5,3.039473684210526,26.5,89.40216612815857,False
sphinx-doc__sphinx-9258,sphinx-doc_sphinx,1,31,11,5,15,31,30,889.0,28.677419354838708,125.5,0,0.0,0,279.0,9.0,79.0,1375.6679849624634,False
sphinx-doc__sphinx-9281,sphinx-doc_sphinx,1,38,31,5,2,38,37,1188.5,31.276315789473685,189.5,186,4.894736842105263,186,115.5,3.039473684210526,26.5,87.70793604850769,False
sphinx-doc__sphinx-9320,sphinx-doc_sphinx,1,14,4,5,5,14,13,713.5,50.964285714285715,219.0,22,1.5714285714285714,22,32.0,2.2857142857142856,20.0,52.93065595626831,False
sphinx-doc__sphinx-9367,sphinx-doc_sphinx,1,3,3,0,0,3,2,99.0,33.0,83.0,72,24.0,72,0.0,0.0,0.0,10.866920948028564,False
sphinx-doc__sphinx-9461,sphinx-doc_sphinx,3,66,50,5,11,66,63,3585.0,54.31818181818182,803.5,307,4.651515151515151,187,336.0,5.090909090909091,79.0,1533.4291429519653,False
sphinx-doc__sphinx-9591,sphinx-doc_sphinx,1,31,11,5,15,31,30,1151.5,37.145161290322584,261.5,23,0.7419354838709677,23,286.0,9.225806451612904,79.0,1398.9532630443573,False
sphinx-doc__sphinx-9602,sphinx-doc_sphinx,1,31,11,5,15,31,30,1511.5,48.75806451612903,621.5,115,3.7096774193548385,115,286.0,9.225806451612904,79.0,1410.9113779067993,False
sphinx-doc__sphinx-9658,sphinx-doc_sphinx,1,15,8,5,2,15,14,539.5,35.96666666666667,103.5,11,0.7333333333333333,11,108.0,7.2,39.5,174.41255116462708,False
sphinx-doc__sphinx-9673,sphinx-doc_sphinx,1,16,8,5,3,16,15,511.0,31.9375,103.5,10,0.625,10,93.0,5.8125,39.5,169.99926090240479,False
sphinx-doc__sphinx-9698,sphinx-doc_sphinx,1,31,11,5,15,31,30,890.5,28.725806451612904,126.0,0,0.0,0,294.0,9.483870967741936,79.0,1393.6207151412964,False
sphinx-doc__sphinx-9711,sphinx-doc_sphinx,1,100,177,5,0,100,99,2193.5,21.935,129.5,72,0.72,72,232.0,2.32,79.0,1487.6317088603973,False
