instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
django__django-17087,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-7530,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-9296,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-13989,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-14623,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-20488,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-20676,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-20826,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-20859,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-21568,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-22719,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-22865,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-22871,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-23299,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-23314,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-23412,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-23476,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24026,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24149,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24177,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24570,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24627,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24637,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24870,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-24970,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25122,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25287,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25311,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25332,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25479,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25775,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-25960,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-26113,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-26208,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-26291,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-26342,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
matplotlib__matplotlib-26466,matplotlib_matplotlib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
mwaskom__seaborn-3069,mwaskom_seaborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
mwaskom__seaborn-3187,mwaskom_seaborn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
pallets__flask-5014,pallets_flask,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-1142,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-1724,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-1766,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-1921,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-2317,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-2931,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-5414,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
psf__requests-6028,psf_requests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
pydata__xarray-2905,pydata_xarray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
pydata__xarray-3095,pydata_xarray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
