instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
django__django-17087,django_django,1,28,19,5,4,28,27,613.5,21.910714285714285,106.5,0,0.0,0,16.0,0.5714285714285714,16.0,88.92641592025757,False
django__django-7530,django_django,1,47,31,5,11,47,46,1054.5,22.92391304347826,129.5,9,0.1956521739130435,9,0.0,0.0,0.0,68.72291088104248,False
django__django-9296,django_django,1,100,94,5,3,100,99,1999.5,21.27127659574468,90.0,19,0.20212765957446807,19,0.0,0.0,0.0,51.4729380607605,False
matplotlib__matplotlib-13989,matplotlib_matplotlib,1,5,5,0,0,5,4,1784.0,356.8,1689.5,9,1.8,9,0.0,0.0,0.0,487.3568329811096,False
matplotlib__matplotlib-14623,matplotlib_matplotlib,3,100,228,0,0,100,97,4133.0,42.173469387755105,1468.5,127,1.2959183673469388,75,231.5,2.3622448979591835,47.5,1257.9151859283447,False
matplotlib__matplotlib-20488,matplotlib_matplotlib,1,100,224,0,0,100,99,1527.5,15.429292929292929,277.5,37,0.37373737373737376,37,211.5,2.1363636363636362,36.0,1186.6205158233643,False
matplotlib__matplotlib-20676,matplotlib_matplotlib,1,100,224,0,0,100,99,1946.5,19.661616161616163,568.5,31,0.31313131313131315,31,229.5,2.3181818181818183,36.0,1166.935122013092,False
matplotlib__matplotlib-20826,matplotlib_matplotlib,1,100,227,0,0,100,99,1955.5,19.752525252525253,544.5,52,0.5252525252525253,52,215.0,2.1717171717171717,36.0,1223.5083539485931,False
matplotlib__matplotlib-20859,matplotlib_matplotlib,1,100,227,0,0,100,99,1742.5,17.6010101010101,280.5,0,0.0,0,215.5,2.176767676767677,36.0,1166.9373528957367,False
matplotlib__matplotlib-21568,matplotlib_matplotlib,1,100,233,0,0,100,99,1991.0,20.11111111111111,498.0,27,0.2727272727272727,27,276.5,2.792929292929293,35.5,1219.9668607711792,False
matplotlib__matplotlib-22719,matplotlib_matplotlib,1,100,240,0,0,100,99,1228.0,12.404040404040405,108.5,16,0.16161616161616163,16,268.5,2.712121212121212,36.0,1270.6046850681305,False
matplotlib__matplotlib-22865,matplotlib_matplotlib,1,100,240,0,0,100,99,1671.5,16.883838383838384,448.5,61,0.6161616161616161,61,270.0,2.727272727272727,36.0,1270.1510558128357,False
matplotlib__matplotlib-22871,matplotlib_matplotlib,1,100,240,0,0,100,99,1716.5,17.338383838383837,493.5,49,0.494949494949495,49,301.0,3.04040404040404,36.0,1294.9711208343506,False
matplotlib__matplotlib-23299,matplotlib_matplotlib,1,100,243,0,0,100,99,1312.5,13.257575757575758,108.5,13,0.13131313131313133,13,333.0,3.3636363636363638,37.5,1297.137491941452,False
matplotlib__matplotlib-23314,matplotlib_matplotlib,1,5,5,0,0,5,4,1165.0,233.0,1165.0,9,1.8,9,0.0,0.0,0.0,132.88869214057922,False
matplotlib__matplotlib-23412,matplotlib_matplotlib,1,100,243,0,0,100,99,3042.0,30.727272727272727,1815.0,8,0.08080808080808081,8,295.5,2.984848484848485,36.0,1485.197301864624,False
matplotlib__matplotlib-23476,matplotlib_matplotlib,1,100,243,0,0,100,99,1300.5,13.136363636363637,108.5,17,0.1717171717171717,17,299.5,3.025252525252525,36.0,1308.6579999923706,False
matplotlib__matplotlib-24026,matplotlib_matplotlib,1,100,244,0,0,100,99,1352.5,13.66161616161616,108.5,54,0.5454545454545454,54,299.5,3.025252525252525,36.0,1312.2306571006775,False
matplotlib__matplotlib-24149,matplotlib_matplotlib,1,5,5,0,0,5,4,1723.5,344.7,1667.0,26,5.2,26,0.0,0.0,0.0,498.5608551502228,False
matplotlib__matplotlib-24177,matplotlib_matplotlib,1,5,5,0,0,5,4,56.5,11.3,56.5,2,0.4,2,0.0,0.0,0.0,493.31948614120483,False
matplotlib__matplotlib-24570,matplotlib_matplotlib,1,100,250,0,0,100,99,1173.5,11.853535353535353,108.5,0,0.0,0,282.5,2.8535353535353534,37.5,1266.709841966629,False
matplotlib__matplotlib-24627,matplotlib_matplotlib,1,4,4,0,0,4,3,1049.5,262.375,993.0,28,7.0,28,0.0,0.0,0.0,501.48236107826233,False
matplotlib__matplotlib-24637,matplotlib_matplotlib,1,100,250,0,0,100,99,1222.0,12.343434343434344,108.5,30,0.30303030303030304,30,287.5,2.904040404040404,38.0,1271.6545670032501,False
