instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
django__django-15572,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15629,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15695,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15731,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15732,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15741,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15814,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15851,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15863,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15916,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15930,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15957,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15973,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-15987,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16032,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16082,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16100,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16116,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16136,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16139,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16145,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16255,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16256,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16263,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16315,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16333,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16429,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16454,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16485,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16493,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16502,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16527,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16560,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16569,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16595,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16612,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16631,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16642,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16661,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16662,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16667,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16801,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16819,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16877,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16899,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16901,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16938,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-16950,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-17029,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
django__django-17084,django_django,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,True
