instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
sympy__sympy-15599,sympy_sympy,1,81,75,5,1,81,80,801.0,10.139240506329115,183.0,94,1.1898734177215189,94,505.5,6.39873417721519,56.0,2008.2324812412262,False
sympy__sympy-15809,sympy_sympy,1,46,19,5,22,46,45,331.5,7.534090909090909,251.0,10,0.22727272727272727,10,278.0,6.318181818181818,56.0,1441.3324258327484,False
sympy__sympy-15875,sympy_sympy,1,88,75,5,8,88,87,826.5,9.61046511627907,106.0,24,0.27906976744186046,24,479.5,5.575581395348837,57.0,1958.6330001354218,False
sympy__sympy-15976,sympy_sympy,1,75,66,5,4,75,74,1221.5,16.732876712328768,363.0,80,1.095890410958904,80,427.5,5.8561643835616435,73.5,1012.8255460262299,False
sympy__sympy-16450,sympy_sympy,1,63,32,5,26,63,62,356.5,5.75,90.0,5,0.08064516129032258,5,326.5,5.266129032258065,53.0,1213.604327917099,False
sympy__sympy-16597,sympy_sympy,6,100,187,5,14,100,94,1711.0,17.63917525773196,316.0,239,2.463917525773196,126,571.5,5.891752577319588,79.0,2410.8561840057373,False
sympy__sympy-16766,sympy_sympy,1,75,67,5,3,75,74,927.5,12.705479452054794,148.0,52,0.7123287671232876,52,425.5,5.828767123287672,76.5,1178.6775529384613,False
sympy__sympy-16792,sympy_sympy,1,64,47,5,12,64,63,1502.0,24.225806451612904,692.0,84,1.3548387096774193,84,313.0,5.048387096774194,60.0,773.3623270988464,False
sympy__sympy-16886,sympy_sympy,1,21,4,5,12,21,20,171.0,8.55,99.0,0,0.0,0,271.0,13.55,58.0,453.82345604896545,False
sympy__sympy-17139,sympy_sympy,1,56,32,5,19,56,55,1332.5,24.227272727272727,1010.5,12,0.21818181818181817,12,342.5,6.2272727272727275,60.0,1612.2478880882263,False
sympy__sympy-17318,sympy_sympy,2,50,32,5,13,50,48,637.5,13.010204081632653,377.0,23,0.46938775510204084,23,302.0,6.163265306122449,60.0,983.4143278598785,False
sympy__sympy-17630,sympy_sympy,1,62,42,5,15,62,61,1414.5,23.188524590163933,358.0,20,0.32786885245901637,20,148.5,2.4344262295081966,60.0,380.1238398551941,False
sympy__sympy-17655,sympy_sympy,1,41,22,5,14,41,40,565.0,14.125,231.0,14,0.35,14,193.5,4.8375,60.0,442.70406007766724,False
sympy__sympy-18189,sympy_sympy,1,56,26,5,25,56,55,250.5,4.638888888888889,103.0,3,0.05555555555555555,3,692.5,12.824074074074074,82.0,7480.682552814484,False
sympy__sympy-18199,sympy_sympy,1,34,22,5,7,34,33,1490.5,45.166666666666664,1025.0,400,12.121212121212121,400,245.0,7.424242424242424,59.0,364.5004448890686,False
sympy__sympy-18211,sympy_sympy,1,92,76,5,11,92,91,1026.0,11.4,236.5,37,0.4111111111111111,37,639.0,7.1,61.5,2207.6750149726868,False
sympy__sympy-18698,sympy_sympy,1,100,127,5,18,100,99,3867.0,39.865979381443296,2225.0,186,1.9175257731958764,186,325.5,3.3556701030927836,78.5,22435.8369410038,False
sympy__sympy-18763,sympy_sympy,1,96,69,5,22,96,95,937.0,9.96808510638298,109.0,0,0.0,0,607.5,6.462765957446808,82.0,1535.5671632289886,False
sympy__sympy-19040,sympy_sympy,1,100,127,5,3,100,99,1889.5,19.47938144329897,247.5,0,0.0,0,327.5,3.3762886597938144,81.0,22509.536941051483,False
sympy__sympy-19346,sympy_sympy,1,78,69,5,4,78,77,1040.5,13.69078947368421,149.5,77,1.013157894736842,77,485.5,6.3881578947368425,82.5,1433.2237210273743,False
sympy__sympy-19495,sympy_sympy,1,42,24,5,13,42,41,713.0,17.825,122.0,108,2.7,108,223.0,5.575,51.0,609.2552230358124,False
sympy__sympy-19637,sympy_sympy,1,84,77,5,2,84,83,752.0,9.170731707317072,85.5,22,0.2682926829268293,22,499.5,6.091463414634147,58.5,2037.5080182552338,False
