instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
django__django-15572,django_django,1,35,27,5,3,35,34,361.0,10.93939393939394,95.0,14,0.42424242424242425,14,73.5,2.227272727272727,28.0,41.593570947647095,False
django__django-15629,django_django,4,100,93,5,9,100,96,2220.0,24.130434782608695,302.5,204,2.217391304347826,149,115.0,1.25,26.5,492.57245683670044,False
django__django-15695,django_django,1,27,19,5,3,27,26,456.0,16.88888888888889,126.0,12,0.4444444444444444,12,0.0,0.0,0.0,81.91738867759705,False
django__django-15731,django_django,1,45,39,5,1,45,44,550.0,12.222222222222221,91.5,25,0.5555555555555556,25,93.5,2.077777777777778,26.5,430.4559087753296,False
django__django-15732,django_django,1,63,54,5,4,63,62,1899.5,34.53636363636364,785.0,137,2.4909090909090907,137,22.5,0.4090909090909091,22.5,74.45493388175964,False
django__django-15741,django_django,1,54,48,5,1,54,53,1194.0,22.528301886792452,99.0,8,0.1509433962264151,8,10.5,0.19811320754716982,10.5,31.985951900482178,False
django__django-15814,django_django,1,49,39,5,5,49,48,1323.5,27.010204081632654,694.0,9,0.1836734693877551,9,92.5,1.8877551020408163,26.5,433.6924891471863,False
django__django-15851,django_django,1,59,54,5,0,59,58,1066.0,20.5,271.5,16,0.3076923076923077,16,22.5,0.4326923076923077,22.5,75.82136297225952,False
django__django-15863,django_django,1,41,27,5,9,41,40,640.0,16.842105263157894,93.0,0,0.0,0,63.5,1.6710526315789473,28.5,42.67779207229614,False
django__django-15916,django_django,1,19,9,5,5,19,18,745.5,39.23684210526316,587.0,65,3.4210526315789473,65,30.5,1.605263157894737,17.0,68.71245098114014,False
django__django-15930,django_django,1,50,39,5,6,50,49,917.0,18.34,249.0,22,0.44,22,92.5,1.85,26.5,434.7289569377899,False
django__django-15957,django_django,1,47,39,5,3,47,46,1213.5,25.819148936170212,601.5,193,4.1063829787234045,193,96.5,2.0531914893617023,26.5,439.4426951408386,False
django__django-15973,django_django,1,27,19,5,3,27,26,495.0,18.333333333333332,126.0,5,0.18518518518518517,5,0.0,0.0,0.0,79.58467602729797,False
django__django-15987,django_django,1,42,32,5,5,42,41,777.0,19.425,87.5,11,0.275,11,0.0,0.0,0.0,33.523865699768066,False
django__django-16032,django_django,2,50,39,5,6,50,48,1554.5,31.09,860.5,42,0.84,33,94.0,1.88,26.5,441.8082580566406,False
django__django-16082,django_django,1,50,39,5,6,50,49,1309.0,26.18,639.5,4,0.08,4,96.5,1.93,26.5,441.6759889125824,False
django__django-16100,django_django,1,57,29,5,23,57,56,1056.0,19.92452830188679,213.5,166,3.1320754716981134,166,24.5,0.46226415094339623,13.5,157.57784605026245,False
django__django-16116,django_django,1,48,32,5,11,48,47,985.5,20.96808510638298,126.0,20,0.425531914893617,20,0.0,0.0,0.0,84.37440514564514,False
django__django-16136,django_django,1,17,6,5,6,17,16,524.0,30.823529411764707,109.0,20,1.1764705882352942,20,0.0,0.0,0.0,10.941817045211792,False
django__django-16139,django_django,1,52,38,5,9,52,51,884.5,18.051020408163264,119.0,10,0.20408163265306123,10,0.0,0.0,0.0,24.7515230178833,False
django__django-16145,django_django,1,41,32,5,4,41,40,732.0,18.76923076923077,87.5,51,1.3076923076923077,51,0.0,0.0,0.0,32.13059711456299,False
django__django-16255,django_django,1,17,6,5,6,17,16,362.0,27.846153846153847,87.5,2,0.15384615384615385,2,0.0,0.0,0.0,5.957336902618408,False
