instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
scikit-learn__scikit-learn-10844,scikit-learn_scikit-learn,1,15,10,5,0,15,14,467.0,33.357142857142854,85.0,30,2.142857142857143,30,72.5,5.178571428571429,26.0,8.473320960998535,False
scikit-learn__scikit-learn-10908,scikit-learn_scikit-learn,1,17,12,5,0,17,16,397.5,24.84375,87.5,15,0.9375,15,98.5,6.15625,26.0,37.38274884223938,False
scikit-learn__scikit-learn-11310,scikit-learn_scikit-learn,1,14,9,5,0,14,13,363.5,27.96153846153846,259.5,29,2.230769230769231,29,258.5,19.884615384615383,67.0,180.70041704177856,False
scikit-learn__scikit-learn-11578,scikit-learn_scikit-learn,1,40,34,5,1,40,39,508.0,13.025641025641026,123.5,0,0.0,0,196.0,5.0256410256410255,33.5,268.45112800598145,False
scikit-learn__scikit-learn-12585,scikit-learn_scikit-learn,1,100,456,5,0,100,99,1694.5,17.469072164948454,123.5,12,0.12371134020618557,12,500.0,5.154639175257732,69.0,599.2855668067932,False
scikit-learn__scikit-learn-12682,scikit-learn_scikit-learn,2,41,36,5,0,41,39,1236.5,30.9125,490.0,95,2.375,69,134.5,3.3625,29.5,64.04362297058105,False
scikit-learn__scikit-learn-12973,scikit-learn_scikit-learn,1,38,32,5,1,38,37,452.0,12.216216216216216,123.5,16,0.43243243243243246,16,219.5,5.9324324324324325,53.0,314.6804847717285,False
scikit-learn__scikit-learn-13124,scikit-learn_scikit-learn,1,14,9,5,0,14,13,501.5,38.57692307692308,394.5,5,0.38461538461538464,5,257.0,19.76923076923077,66.5,199.3720760345459,False
scikit-learn__scikit-learn-13135,scikit-learn_scikit-learn,1,23,18,5,0,23,22,414.0,18.818181818181817,81.5,6,0.2727272727272727,6,184.5,8.386363636363637,75.5,216.8396213054657,False
scikit-learn__scikit-learn-13142,scikit-learn_scikit-learn,1,13,8,5,0,13,12,111.5,9.291666666666666,67.0,28,2.3333333333333335,28,94.5,7.875,29.5,37.30329489707947,False
