instance_id,repo_name,num_changed_files,scope_size,primary_files,secondary_files,direct_imports,num_files_analyzed,num_context_files,dfg_ged_sum,dfg_ged_avg,dfg_ged_max,ast_ged_sum,ast_ged_avg,ast_ged_max,cfg_ged_sum,cfg_ged_avg,cfg_ged_max,analysis_time,has_errors
django__django-13128,django_django,1,49,39,5,5,49,48,1343.0,27.408163265306122,610.5,368,7.510204081632653,368,149.5,3.0510204081632653,66.0,370.99769592285156,False
django__django-13158,django_django,1,49,39,5,5,49,48,1588.0,32.40816326530612,768.5,34,0.6938775510204082,34,149.5,3.0510204081632653,66.0,377.93649792671204,False
django__django-13195,django_django,3,53,37,5,11,53,50,655.5,13.946808510638299,112.0,37,0.7872340425531915,27,78.0,1.6595744680851063,66.0,26.45579695701599,False
django__django-13212,django_django,2,100,106,5,9,100,98,2388.0,25.404255319148938,466.0,128,1.3617021276595744,84,38.5,0.4095744680851064,20.5,107.09502577781677,False
django__django-13279,django_django,1,31,19,5,7,31,30,400.5,16.6875,99.0,65,2.7083333333333335,65,69.0,2.875,69.0,10.119638919830322,False
django__django-13297,django_django,1,18,6,5,7,18,17,582.5,32.361111111111114,99.0,13,0.7222222222222222,13,69.5,3.861111111111111,69.0,14.14864206314087,False
django__django-13315,django_django,1,20,9,5,6,20,19,1074.5,53.725,693.5,57,2.85,57,107.5,5.375,69.0,71.1563549041748,False
django__django-13343,django_django,1,49,39,5,5,49,48,828.0,17.25,99.0,17,0.3541666666666667,17,152.5,3.1770833333333335,69.0,386.5048899650574,False
django__django-13344,django_django,3,39,28,5,6,39,36,454.5,13.772727272727273,99.0,129,3.909090909090909,103,81.0,2.4545454545454546,69.0,14.043190956115723,False
django__django-13346,django_django,1,47,39,5,3,47,46,1540.5,33.48913043478261,831.5,195,4.239130434782608,195,154.0,3.347826086956522,69.0,384.74679708480835,False
django__django-13363,django_django,1,45,39,5,1,45,44,695.0,15.795454545454545,99.0,14,0.3181818181818182,14,152.5,3.465909090909091,69.0,383.32778811454773,False
django__django-13401,django_django,1,55,39,5,11,55,54,1615.5,30.4811320754717,870.0,169,3.188679245283019,169,152.5,2.8773584905660377,69.0,387.8473789691925,False
django__django-13406,django_django,1,48,39,5,4,48,47,1339.0,29.108695652173914,644.0,12,0.2608695652173913,12,152.5,3.3152173913043477,69.0,388.54409313201904,False
django__django-13410,django_django,1,15,10,5,0,15,14,284.5,18.966666666666665,99.0,39,2.6,39,69.0,4.6,69.0,8.581104278564453,False
django__django-13417,django_django,1,48,39,5,4,48,47,961.5,20.902173913043477,266.5,8,0.17391304347826086,8,152.5,3.3152173913043477,69.0,388.13752818107605,False
django__django-13449,django_django,1,49,39,5,5,49,48,1132.5,23.112244897959183,379.0,81,1.653061224489796,81,153.0,3.122448979591837,69.0,391.0209209918976,False
django__django-13512,django_django,2,57,38,5,14,57,55,807.5,15.528846153846153,253.5,11,0.21153846153846154,9,118.5,2.2788461538461537,69.0,176.37858891487122,False
django__django-13513,django_django,1,35,20,5,10,35,34,759.5,23.015151515151516,170.0,363,11.0,363,97.5,2.9545454545454546,69.0,25.318252086639404,False
django__django-13516,django_django,1,42,31,5,6,42,41,759.5,19.474358974358974,118.5,20,0.5128205128205128,20,69.0,1.7692307692307692,69.0,31.876219987869263,False
django__django-13551,django_django,1,45,38,5,2,45,44,720.5,17.154761904761905,104.5,55,1.3095238095238095,55,78.0,1.8571428571428572,69.0,22.344550848007202,False
django__django-13568,django_django,1,44,38,5,1,44,43,704.5,17.6125,104.5,45,1.125,45,69.0,1.725,69.0,20.722053050994873,False
django__django-13569,django_django,1,44,39,5,0,44,43,732.5,16.647727272727273,104.5,8,0.18181818181818182,8,152.5,3.465909090909091,69.0,386.30414390563965,False
django__django-13590,django_django,1,49,39,5,5,49,48,1423.0,29.040816326530614,547.0,56,1.1428571428571428,56,152.5,3.1122448979591835,69.0,387.6284658908844,False
django__django-13658,django_django,1,38,31,5,2,38,37,594.5,16.51388888888889,99.0,5,0.1388888888888889,5,69.0,1.9166666666666667,69.0,29.20738697052002,False
django__django-13670,django_django,1,52,47,5,0,52,51,1052.5,20.637254901960784,99.0,11,0.21568627450980393,11,90.0,1.7647058823529411,69.0,33.52166390419006,False
django__django-13741,django_django,1,51,38,5,8,51,50,1013.5,21.114583333333332,143.5,35,0.7291666666666666,35,78.0,1.625,69.0,25.620972156524658,False
django__django-13786,django_django,1,28,20,5,3,28,27,841.0,30.035714285714285,421.5,46,1.6428571428571428,46,77.5,2.767857142857143,68.5,72.60586166381836,False
django__django-13794,django_django,1,53,48,5,0,53,52,1165.5,22.41346153846154,99.0,28,0.5384615384615384,28,89.5,1.7211538461538463,68.5,33.412007093429565,False
